prot_id	location	type	transcript_length	cds_length	pseudogene	description	go	comments	Is_Reversed	chromosome	line_location	mol_weight	iso_point
Tb927.10.180	72,359 - 73,442 (+)	protein coding	1084	918	0	ATP synthase F1 subunit gamma protein, putative (ATPF1G)	GO:0015986|Biological Process|ATP synthesis coupled proton transport|GeneDB|ISM|,GO:0015986|Biological Process|ATP synthesis coupled proton transport|Interpro|IEA|,GO:0005739|Cellular Component|mitochondrion|GeneDB|RCA|,GO:0016469|Cellular Component|proton-transporting two-sector ATPase complex|GeneDB|ISM|,GO:0020022|Cellular Component|acidocalcisome|GeneDB|IDA|,GO:0031514|Cellular Component|motile cilium|GeneDB|IDA|,GO:0045261|Cellular Component|proton-transporting ATP synthase complex  catalytic core F(1)|Interpro|IEA|,GO:0046933|Molecular Function|hydrogen ion transporting ATP synthase activity  rotational mechanism|Interpro|IEA|,GO:0046961|Molecular Function|proton-transporting ATPase activity  rotational mechanism|GeneDB|ISM|,GO:0046961|Molecular Function|proton-transporting ATPase activity  rotational mechanism|Interpro|IEA	Point mutations in ATPase gamma provide LS bsf with increased resistance to multiple drugs 24550326 1 Pending  Caroline Dewar, University of Edinburgh 2015-04-27 21:22:42 | Point mutations in ATPase gamma subunit allows kDNA independence in LS bsf 23959897 1 Pending  Caroline Dewar, University of Edinburgh 2015-04-27 21:18:40 | Composition of the F1F0 ATPase 18544496,16270030,23326569,16825195,16714384,15110463,2149743,19436713,22753497 12 Pending  Fred Opperdoes, de Duve institute, Brussels, Belgium 2014-09-17 08:13:40 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:72359-73442	34371	9.85
Tb927.10.1800	475,900 - 477,084 (+)	protein coding	1185	1026	0	methyltransferase domain containing protein, putative	GO:0008168|Molecular Function|methyltransferase activity|Interpro|IEA		0	Tb927_10_v5.1	Tb927_10_v5.1:475900-477084	38252	8.43
Tb927.10.1810	477,189 - 477,722 (+)	protein coding	534	321	0	RING-H2 zinc finger, putative	GO:0005515|Molecular Function|protein binding|Interpro|IEA|,GO:0008270|Molecular Function|zinc ion binding|Interpro|IEA		0	Tb927_10_v5.1	Tb927_10_v5.1:477189-477722	12180	6.88
Tb927.10.1820	477,850 - 478,647 (+)	protein coding	798	795	0	hypothetical protein, conserved	GO:0005759|Cellular Component|mitochondrial matrix|Interpro|IEA	Internal splice site only 20700444 698 Pending  Torsten Ochsenreiter, Institute of Cell Biology, University of Bern, Switzerland 2010-09-15 21:53:14 | Alternative ATG predictions Class 2 (81 genes). An alternative gene-internal ATG can be used.  104 Pending  George Cross, The Rockefeller University 2010-03-08 14:01:06 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:477850-478647	29433	8.09
Tb927.10.1830	480,102 - 480,855 (+)	protein coding	754	693	0	syntaxin, putative	GO:0016192|Biological Process|vesicle-mediated transport|GeneDB|ISA|,GO:0016020|Cellular Component|membrane|GeneDB|ISA|,GO:0005215|Molecular Function|transporter activity|GeneDB|ISA|,GO:0005515|Molecular Function|protein binding|Interpro|IEA		0	Tb927_10_v5.1	Tb927_10_v5.1:480102-480855	25825	4.41
Tb927.10.1840	481,005 - 482,555 (+)	protein coding	1551	1551	0	hypothetical protein, conserved			0	Tb927_10_v5.1	Tb927_10_v5.1:481005-482555	55735	7.07
Tb927.10.1850	482,620 - 484,028 (+)	protein coding	1409	1302	0	WD domain, G-beta repeat, putative	GO:0005515|Molecular Function|protein binding|Interpro|IEA		0	Tb927_10_v5.1	Tb927_10_v5.1:482620-484028	46846	4.97
Tb927.10.1860	484,240 - 486,315 (+)	protein coding	2076	1083	0	hypothetical protein, conserved		Post-transcriptional activation doi:10.1371/journal.ppat.1004178 197 In Progress  Christine Clayton, ZMBH 2015-04-27 18:02:04 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:484240-486315	39135	9.61
Tb927.10.1870	485,602 - 487,543 (+)	protein coding	1942	546	0	hypothetical protein, conserved	GO:0005739|Cellular Component|mitochondrion|GeneDB|RCA	DEcrease expression in a tethering assay doi:10.1371/journal.ppat.1004178 127 In Progress  Christine Clayton, ZMBH 2015-04-27 18:04:15 | Mitochondrial LSU ribosomal protein, putative 18364347 1 Pending  Robert Brown, Northwestern University 2012-02-13 16:42:45 | Alternative ATG predictions Class 2 (81 genes). An alternative gene-internal ATG can be used.  104 In Progress  George Cross, The Rockefeller University 2010-03-08 14:01:06 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:485602-487543	21649	11.39
Tb927.10.1880	487,850 - 488,635 (+)	protein coding	786	576	0	hypothetical protein, conserved	GO:0005739|Cellular Component|mitochondrion|GeneDB|RCA		0	Tb927_10_v5.1	Tb927_10_v5.1:487850-488635	21517	10.15
Tb927.10.1890	488,808 - 494,167 (+)	protein coding	5360	4785	0	cysteine peptidase, Clan CA, family C2, putative	GO:0006508|Biological Process|proteolysis|GeneDB|ISM|,GO:0006508|Biological Process|proteolysis|Interpro|IEA|,GO:0005622|Cellular Component|intracellular|Interpro|IEA|,GO:0031514|Cellular Component|motile cilium|GeneDB|IDA|,GO:0004198|Molecular Function|calcium-dependent cysteine-type endopeptidase activity|GeneDB|ISM|,GO:0004198|Molecular Function|calcium-dependent cysteine-type endopeptidase activity|Interpro|IEA		0	Tb927_10_v5.1	Tb927_10_v5.1:488808-494167	178089	5.48
Tb927.10.190	73,544 - 74,356 (+)	protein coding	813	753	0	40S ribosomal protein S6, putative	GO:0001558|Biological Process|regulation of cell growth|GeneDB|ISA|,GO:0006412|Biological Process|translation|GeneDB|ISM|,GO:0006412|Biological Process|translation|Interpro|IEA|,GO:0042127|Biological Process|regulation of cell proliferation|GeneDB|ISA|,GO:0005622|Cellular Component|intracellular|Interpro|IEA|,GO:0005840|Cellular Component|ribosome|GeneDB|ISM|,GO:0005840|Cellular Component|ribosome|Interpro|IEA|,GO:0031514|Cellular Component|motile cilium|GeneDB|IDA|,GO:0003735|Molecular Function|structural constituent of ribosome|GeneDB|ISM|,GO:0003735|Molecular Function|structural constituent of ribosome|Interpro|IEA		0	Tb927_10_v5.1	Tb927_10_v5.1:73544-74356	28441	12
Tb927.10.1900	494,103 - 496,779 (+)	protein coding	2677	2421	0	DNA topoisomerase IA, putative	GO:0006265|Biological Process|DNA topological change|GeneDB|ISM|,GO:0006265|Biological Process|DNA topological change|Interpro|IEA|,GO:0006304|Biological Process|DNA modification|GeneDB|ISM|,GO:0005694|Cellular Component|chromosome|Interpro|IEA|,GO:0003677|Molecular Function|DNA binding|GeneDB|ISM|,GO:0003677|Molecular Function|DNA binding|Interpro|IEA|,GO:0003916|Molecular Function|DNA topoisomerase activity|Interpro|IEA|,GO:0003917|Molecular Function|DNA topoisomerase type I activity|GeneDB|ISM		0	Tb927_10_v5.1	Tb927_10_v5.1:494103-496779	88927	9.62
Tb927.10.1910	497,977 - 503,103 (+)	protein coding	5127	4605	0	serine/threonine protein kinase, putative	GO:0006468|Biological Process|protein phosphorylation|GeneDB|ISM|,GO:0006468|Biological Process|protein phosphorylation|Interpro|IEA|,GO:0009190|Biological Process|cyclic nucleotide biosynthetic process|Interpro|IEA|,GO:0035556|Biological Process|intracellular signal transduction|Interpro|IEA|,GO:0004672|Molecular Function|protein kinase activity|Interpro|IEA|,GO:0004674|Molecular Function|protein serine/threonine kinase activity|GeneDB|ISM|,GO:0005524|Molecular Function|ATP binding|GeneDB|ISM|,GO:0005524|Molecular Function|ATP binding|Interpro|IEA|,GO:0016772|Molecular Function|transferase activity  transferring phosphorus-containing groups|Interpro|IEA|,GO:0016849|Molecular Function|phosphorus-oxygen lyase activity|Interpro|IEA	Linked to melarsoprol efficacy and potential resistance 22278056 1 Pending  David Horn, LSHTM 2012-07-02 15:55:15 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:497977-503103	168193	6.17
Tb927.10.1920	503,954 - 504,391 (+)	protein coding	438	438	0	hypothetical protein			0	Tb927_10_v5.1	Tb927_10_v5.1:503954-504391	16607	8.41
Tb927.10.1930	504,445 - 507,040 (+)	protein coding	2596	1944	0	hypothetical protein, conserved	GO:0005739|Cellular Component|mitochondrion|GeneDB|RCA		0	Tb927_10_v5.1	Tb927_10_v5.1:504445-507040	74393	6.89
Tb927.10.1940	507,302 - 508,460 (+)	protein coding	1159	1038	0	serine/threonine-protein kinase, putative	GO:0006468|Biological Process|protein phosphorylation|GeneDB|ISM|,GO:0006468|Biological Process|protein phosphorylation|Interpro|IEA|,GO:0004672|Molecular Function|protein kinase activity|GeneDB|ISM|,GO:0004672|Molecular Function|protein kinase activity|Interpro|IEA|,GO:0005524|Molecular Function|ATP binding|Interpro|IEA|,GO:0016772|Molecular Function|transferase activity  transferring phosphorus-containing groups|Interpro|IEA		0	Tb927_10_v5.1	Tb927_10_v5.1:507302-508460	38758	6.44
Tb927.10.1950	508,699 - 511,018 (+)	protein coding	2320	2136	0	leucine-rich repeat protein (LRRP), putative	GO:0005739|Cellular Component|mitochondrion|GeneDB|RCA|,GO:0005515|Molecular Function|protein binding|Interpro|IEA		0	Tb927_10_v5.1	Tb927_10_v5.1:508699-511018	77028	6.97
Tb927.10.1960	511,172 - 513,560 (+)	protein coding	2389	2247	0	hypothetical protein, conserved	GO:0005488|Molecular Function|binding|Interpro|IEA		0	Tb927_10_v5.1	Tb927_10_v5.1:511172-513560	83440	7.2
Tb927.10.1970	513,698 - 518,011 (+)	protein coding	4314	4218	0	CHAT domain containing protein, putative	GO:0031514|Cellular Component|motile cilium|GeneDB|IDA	Targeted by RNAi in PCF T. brucei 19309510 4 Pending  Tansy Hammarton, University of Glasgow 2009-05-09 23:00:13 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:513698-518011	156619	6.78
Tb927.10.1980	518,879 - 521,520 (+)	protein coding	2642	2121	0	hypothetical protein, conserved		Targeted by RNAi in PCF T. brucei 19309510 4 Pending  Tansy Hammarton, University of Glasgow 2009-05-09 23:00:13 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:518879-521520	77637	5.91
Tb927.10.1990	521,589 - 524,455 (+)	protein coding	2867	2592	0	major vault protein, putative (MVP)			0	Tb927_10_v5.1	Tb927_10_v5.1:521589-524455	95064	6.43
Tb927.10.20	10,562 - 11,533 (-)	protein coding	972	972	0	expression site-associated gene 1 (ESAG1) protein, putative			1	Tb927_10_v5.1	Tb927_10_v5.1:10562-11533	35823	4.85
Tb927.10.200	74,489 - 75,381 (+)	protein coding	893	576	0	vacuolar ATP synthase, putative	GO:0015991|Biological Process|ATP hydrolysis coupled proton transport|GeneDB|ISM|,GO:0015991|Biological Process|ATP hydrolysis coupled proton transport|Interpro|IEA|,GO:0016471|Cellular Component|vacuolar proton-transporting V-type ATPase complex|GeneDB|ISM|,GO:0033177|Cellular Component|proton-transporting two-sector ATPase complex  proton-transporting domain|Interpro|IEA|,GO:0033179|Cellular Component|proton-transporting V-type ATPase  V0 domain|Interpro|IEA|,GO:0008553|Molecular Function|hydrogen-exporting ATPase activity  phosphorylative mechanism|GeneDB|ISM|,GO:0015078|Molecular Function|hydrogen ion transmembrane transporter activity|Interpro|IEA	Linked to isometamidium efficacy and potential resistance 26150481 1 Pending  David Horn, LSHTM 2015-07-21 10:12:23 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:74489-75381	19380	8.46
Tb927.10.2000	524,642 - 526,480 (+)	protein coding	1839	1677	0	actin-like protein, putative	GO:0007010|Biological Process|cytoskeleton organization|GeneDB|ISS|,GO:0005739|Cellular Component|mitochondrion|GeneDB|RCA|,GO:0005200|Molecular Function|structural constituent of cytoskeleton|GeneDB|ISS	Alternative ATG predictions Class 2 (81 genes). An alternative gene-internal ATG can be used.  104 In Progress  George Cross, The Rockefeller University 2010-03-08 14:01:06 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:524642-526480	61937	9.54
Tb927.10.2010	526,631 - 529,526 (+)	protein coding	2896	1416	0	hexokinase (HK1)	GO:0005975|Biological Process|carbohydrate metabolic process|GeneDB|TAS|,GO:0005975|Biological Process|carbohydrate metabolic process|Interpro|IEA|,GO:0006096|Biological Process|glycolysis|GeneDB|IMP|,GO:0034214|Biological Process|protein hexamerization|GeneDB|EXP|,GO:0020015|Cellular Component|glycosome|GeneDB|IDA|,GO:0020015|Cellular Component|glycosome|GeneDB|TAS|,GO:0020022|Cellular Component|acidocalcisome|GeneDB|IDA|,GO:0031514|Cellular Component|motile cilium|GeneDB|IDA|,GO:0004396|Molecular Function|hexokinase activity|GeneDB|IDA|,GO:0005524|Molecular Function|ATP binding|Interpro|IEA|,GO:0016773|Molecular Function|phosphotransferase activity  alcohol group as acceptor|Interpro|IEA	Glycosomal localisation, high confidence PMID:,24792668 115 Pending  Michael Urbaniak, Lancaster University 2015-04-27 16:05:15 | Mechanism of ebselen inhibiton of TbHK1 found 24533305 1 Pending  Michael Harris, Indiana University School of Medicine 2014-09-16 16:50:51 | Glycerol 3-phosphate alters Trypanosoma brucei hexokinase activity in response to environmental change 21813651 1 Pending  Michael Harris, Indiana University School of Medicine 2014-09-16 16:48:22 | Hexokinase 22619756 4 Pending  Fred Opperdoes, de Duve institute, Brussels, Belgium 2014-09-12 16:40:57 | TbHK1 HTS publication 20405000 1 Pending  James Morris, Clemson University 2011-04-09 19:55:44 | TbHK heterohexamers have distinct kinetic properties from homohexamers 18387941 2 Yes  James Morris, Clemson University 2009-04-30 15:31:28 | HTS of TbHK1 inhibitors has yielded anti-parasitic compounds  2 Yes  James Morris, Clemson University 2009-04-30 15:28:03 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:526631-529526	51296	9.2
Tb927.10.2020	529,677 - 531,586 (+)	protein coding	1910	1416	0	hexokinase (HK2)	GO:0005975|Biological Process|carbohydrate metabolic process|GeneDB|TAS|,GO:0005975|Biological Process|carbohydrate metabolic process|Interpro|IEA|,GO:0006096|Biological Process|glycolysis|GeneDB|IMP|,GO:0020015|Cellular Component|glycosome|GeneDB|IDA|,GO:0020015|Cellular Component|glycosome|GeneDB|TAS|,GO:0020022|Cellular Component|acidocalcisome|GeneDB|IDA|,GO:0031514|Cellular Component|motile cilium|GeneDB|IDA|,GO:0004396|Molecular Function|hexokinase activity|GeneDB|IDA|,GO:0005524|Molecular Function|ATP binding|Interpro|IEA|,GO:0016773|Molecular Function|phosphotransferase activity  alcohol group as acceptor|Interpro|IEA	Glycosomal localisation, high confidence PMID:,24792668 115 Pending  Michael Urbaniak, Lancaster University 2015-04-27 16:05:15 | TbHK2 has alternative localization 22619756 1 Pending  Michael Harris, Indiana University School of Medicine 2014-09-16 16:54:39 | Hexokinase 22619756 4 Pending  Fred Opperdoes, de Duve institute, Brussels, Belgium 2014-09-12 16:40:57 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:529677-531586	51150	9.2
Tb927.10.2030	531,767 - 533,963 (+)	protein coding	2197	1842	0	hypothetical protein, conserved	GO:0005739|Cellular Component|mitochondrion|GeneDB|RCA	Pentratricopeptide repeat protein (PPR), putative 17646387 1 Pending  Robert Brown, Northwestern University 2012-02-13 16:42:53 | Pentratricopeptide repeat protein (PPR), putative 17646387 1 Pending  Atashi Anupama, Seattle BioMedical Research Institute 2012-02-13 15:44:16 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:531767-533963	69060	7.91
Tb927.10.2040	534,083 - 537,670 (+)	protein coding	3588	2622	0	protein kinase, putative	GO:0006468|Biological Process|protein phosphorylation|GeneDB|ISM|,GO:0006468|Biological Process|protein phosphorylation|Interpro|IEA|,GO:0004672|Molecular Function|protein kinase activity|Interpro|IEA|,GO:0004674|Molecular Function|protein serine/threonine kinase activity|GeneDB|ISM|,GO:0005524|Molecular Function|ATP binding|GeneDB|ISM|,GO:0005524|Molecular Function|ATP binding|Interpro|IEA|,GO:0016772|Molecular Function|transferase activity  transferring phosphorus-containing groups|Interpro|IEA		0	Tb927_10_v5.1	Tb927_10_v5.1:534083-537670	93876	6.13
Tb927.10.2050	537,842 - 539,227 (+)	protein coding	1386	1239	0	hypothetical protein, conserved	GO:0005739|Cellular Component|mitochondrion|GeneDB|RCA		0	Tb927_10_v5.1	Tb927_10_v5.1:537842-539227	44300	7.2
Tb927.10.2060	539,539 - 542,718 (+)	protein coding	3180	2901	0	hypothetical protein, conserved	GO:0005739|Cellular Component|mitochondrion|GeneDB|ISM		0	Tb927_10_v5.1	Tb927_10_v5.1:539539-542718	107883	8.24
Tb927.10.2070	542,879 - 544,071 (+)	protein coding	1193	600	0	hypothetical protein, conserved			0	Tb927_10_v5.1	Tb927_10_v5.1:542879-544071	22272	10.68
Tb927.10.2080	543,884 - 544,898 (+)	protein coding	1015	750	0	hypothetical protein, conserved			0	Tb927_10_v5.1	Tb927_10_v5.1:543884-544898	28529	10.21
Tb927.10.2090	545,014 - 547,025 (+)	protein coding	2012	1047	0	elongation factor 1-alpha (TEF1)	GO:0006414|Biological Process|translational elongation|Interpro|IEA|,GO:0007017|Biological Process|microtubule-based process|GeneDB|TAS|,GO:0019722|Biological Process|calcium-mediated signaling|GeneDB|TAS|,GO:0005737|Cellular Component|cytoplasm|GeneDB|ISA|,GO:0005737|Cellular Component|cytoplasm|Interpro|IEA|,GO:0020022|Cellular Component|acidocalcisome|GeneDB|IDA|,GO:0003746|Molecular Function|translation elongation factor activity|GeneDB|ISA|,GO:0003746|Molecular Function|translation elongation factor activity|Interpro|IEA|,GO:0003924|Molecular Function|GTPase activity|Interpro|IEA|,GO:0005516|Molecular Function|calmodulin binding|GeneDB|IDA|,GO:0005525|Molecular Function|GTP binding|Interpro|IEA		0	Tb927_10_v5.1	Tb927_10_v5.1:545014-547025	37808	8.93
Tb927.10.210	75,481 - 76,974 (+)	protein coding	1494	1386	0	GPI transamidase component GAA1 (TbGAA1)	GO:0006506|Biological Process|GPI anchor biosynthetic process|GeneDB|TAS|,GO:0016021|Cellular Component|integral to membrane|Interpro|IEA|,GO:0042765|Cellular Component|GPI-anchor transamidase complex|GeneDB|IDA|,GO:0042765|Cellular Component|GPI-anchor transamidase complex|Interpro|IEA|,GO:0046658|Cellular Component|anchored to plasma membrane|GeneDB|ISS|,GO:0003923|Molecular Function|GPI-anchor transamidase activity|GeneDB|IDA	GPI transamidase subunit Gaa1 20382188 1 Yes  Peter Bütikofer, Institute of Biochemistry & Molecular Medicine, University of Bern 2010-06-23 17:25:27 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:75481-76974	51314	7.84
Tb927.10.2100	547,174 - 549,201 (+)	protein coding	2028	1350	0	elongation factor 1-alpha (TEF1)	GO:0006414|Biological Process|translational elongation|Interpro|IEA|,GO:0007017|Biological Process|microtubule-based process|GeneDB|TAS|,GO:0019722|Biological Process|calcium-mediated signaling|GeneDB|TAS|,GO:0005737|Cellular Component|cytoplasm|GeneDB|ISA|,GO:0005737|Cellular Component|cytoplasm|Interpro|IEA|,GO:0020022|Cellular Component|acidocalcisome|GeneDB|IDA|,GO:0031514|Cellular Component|motile cilium|GeneDB|IDA|,GO:0003746|Molecular Function|translation elongation factor activity|GeneDB|ISM|,GO:0003746|Molecular Function|translation elongation factor activity|Interpro|IEA|,GO:0003924|Molecular Function|GTPase activity|Interpro|IEA|,GO:0005516|Molecular Function|calmodulin binding|GeneDB|IDA|,GO:0005525|Molecular Function|GTP binding|Interpro|IEA	TbeEF1A complementation 22860115 1 Pending  Peter Bütikofer, Institute of Biochemistry & Molecular Medicine, University of Bern 2015-04-28 23:48:43 | Essentiality of EPG modification 22355766 1 Pending  Peter Bütikofer, Institute of Biochemistry & Molecular Medicine, University of Bern 2015-04-28 23:45:11 | EPG modification 18499667 2 Pending  Peter Bütikofer, Institute of Biochemistry & Molecular Medicine, University of Bern 2009-04-28 14:42:08 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:547174-549201	49106	9.33
Tb927.10.2110	549,357 - 550,999 (+)	protein coding	1643	1350	0	elongation factor 1-alpha (TEF1)	GO:0006414|Biological Process|translational elongation|Interpro|IEA|,GO:0007017|Biological Process|microtubule-based process|GeneDB|TAS|,GO:0019722|Biological Process|calcium-mediated signaling|GeneDB|TAS|,GO:0005737|Cellular Component|cytoplasm|Interpro|IEA|,GO:0020022|Cellular Component|acidocalcisome|GeneDB|IDA|,GO:0003746|Molecular Function|translation elongation factor activity|Interpro|IEA|,GO:0003924|Molecular Function|GTPase activity|Interpro|IEA|,GO:0005516|Molecular Function|calmodulin binding|GeneDB|ISA|,GO:0005516|Molecular Function|calmodulin binding|GeneDB|ISS|,GO:0005525|Molecular Function|GTP binding|Interpro|IEA		0	Tb927_10_v5.1	Tb927_10_v5.1:549357-550999	49106	9.33
Tb927.10.2120	551,312 - 551,905 (+)	protein coding	594	585	0	U1 small nuclear ribonucleoprotein C, putative	GO:0000395|Biological Process|nuclear mRNA 5'-splice site recognition|GeneDB|ISS|,GO:0005685|Cellular Component|U1 snRNP|GeneDB|ISS|,GO:0005829|Cellular Component|cytosol|GeneDB|ISS|,GO:0003729|Molecular Function|mRNA binding|GeneDB|ISS|,GO:0008270|Molecular Function|zinc ion binding|GeneDB|ISS	U1C protein 15863726 1 Yes  Christian Preußer, Institute of Biochemistry - Justus-Liebig-University Giessen 2011-10-18 06:49:49 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:551312-551905	21782	9.49
Tb927.10.2130	552,066 - 554,897 (+)	protein coding	2832	2730	0	Vps51/Vps67, putative		Internal splice site only 20700444 698 In Progress  Torsten Ochsenreiter, Institute of Cell Biology, University of Bern, Switzerland 2010-09-15 21:53:14 | 	0	Tb927_10_v5.1	Tb927_10_v5.1:552066-554897	100037	7.82
