Gene ID	Product Description	Gene Type	Input ID	# TM Domains	EC numbers	EC numbers from OrthoMCL	
Tb927.1.800	hypothetical transmembrane protein	protein coding gene	Tb927.1.800	3	N/A	N/A	
Tb927.1.820	kelch domain-containing protein	protein coding gene	Tb927.1.820	0	N/A	N/A	
Tb927.1.830	hypothetical protein, conserved	protein coding gene	Tb927.1.830	0	N/A	N/A	
Tb927.1.840	transmembrane protein, putative	protein coding gene	Tb927.1.840	1	N/A	N/A	
Tb927.1.860	transmembrane protein, putative	protein coding gene	Tb927.1.860	1	N/A	N/A	
Tb927.1.870	deoxyhypusine synthase	protein coding gene	Tb927.1.870	0	2.5.1.46 (Deoxyhypusine synthase)	1.1.1.249 (Transferred entry: 2.5.1.46);2.5.1.46 (Deoxyhypusine synthase)	
Tb927.1.880	Midasin, putative	protein coding gene	Tb927.1.880	0	N/A	3.6.4.2 (Transferred entry: 5.6.1.2);6.6.1.2 (Cobaltochelatase)	
Tb927.1.890	hypothetical protein, conserved	protein coding gene	Tb927.1.890	1	N/A	N/A	
Tb927.1.90	retrotransposon hot spot protein (RHS, pseudogene), putative	pseudogene	Tb927.1.90	0	N/A	N/A	
Tb927.1.990	Enkuring domain-containig protein	protein coding gene	Tb927.1.990	0	N/A	N/A	
Tb927.10.10	variant surface glycoprotein VSG 10.1	protein coding gene	Tb927.10.10	0	N/A	N/A	
Tb927.10.100	expression site-associated gene 2 (ESAG2), degenerate	pseudogene	Tb927.10.100	0	N/A	N/A	
Tb927.10.1000	hypothetical protein	protein coding gene	Tb927.10.1000	0	N/A	N/A	
Tb927.10.10000	hypothetical protein, conserved	protein coding gene	Tb927.10.10000	0	N/A	3.1.1.73 (Feruloyl esterase)	
Tb927.10.10010	mRNA turnover protein 4 homolog, putative	protein coding gene	Tb927.10.10010	0	N/A	N/A	
Tb927.10.10020	Rab5 GDP/GTP exchange factor (Rabex-5), putative	protein coding gene	Tb927.10.10020	0	N/A	N/A	
Tb927.10.10030	hypothetical protein, conserved	protein coding gene	Tb927.10.10030	0	N/A	N/A	
Tb927.10.10040	hypothetical protein	protein coding gene	Tb927.10.10040	1	N/A	N/A	
Tb927.10.10050	hypothetical protein, conserved	protein coding gene	Tb927.10.10050	8	N/A	N/A	
Tb927.10.10070	hypothetical protein, conserved	protein coding gene	Tb927.10.10070	0	N/A	N/A	
Tb927.10.10080	hypothetical protein, conserved	protein coding gene	Tb927.10.10080	0	N/A	N/A	
Tb927.10.10090	Component of motile flagella 14	protein coding gene	Tb927.10.10090	0	N/A	N/A	
Tb927.10.1010	hypothetical protein	protein coding gene	Tb927.10.1010	2	N/A	N/A	
Tb927.10.10100	hypothetical protein, conserved	protein coding gene	Tb927.10.10100	0	N/A	N/A	
Tb927.10.10110	PIG-P, putative	protein coding gene	Tb927.10.10110	2	N/A	2.4.1.198 (Phosphatidylinositol N-acetylglucosaminyltransferase)	
Tb927.10.10120	hypothetical protein, conserved	protein coding gene	Tb927.10.10120	0	N/A	N/A	
Tb927.10.10130	RNA editing mediator complex protein 1	protein coding gene	Tb927.10.10130	0	N/A	N/A	
Tb927.10.10140	paraflagellar rod component, putative	protein coding gene	Tb927.10.10140	0	N/A	N/A	
Tb927.10.10150	hypothetical protein, conserved	protein coding gene	Tb927.10.10150	0	N/A	N/A	
Tb927.10.10160	Kinetoplast polyadenylation factor 4	protein coding gene	Tb927.10.10160	0	N/A	N/A	
Tb927.10.10170	pre-mRNA splicing factor 46, putative	protein coding gene	Tb927.10.10170	0	N/A	2.7.11.7 ([Myosin heavy-chain] kinase)	
Tb927.10.10180	Miro-like protein, putative	protein coding gene	Tb927.10.10180	0	N/A	N/A	
Tb927.10.10190	Leucine-rich repeat domain containing protein	protein coding gene	Tb927.10.10190	0	N/A	N/A	
Tb927.10.1020	hypothetical protein	protein coding gene	Tb927.10.1020	0	N/A	N/A	
Tb927.10.10200	hypothetical protein, conserved	protein coding gene	Tb927.10.10200	0	N/A	N/A	
Tb927.10.10210	procyclin-associated gene 4 (PAG4) protein	protein coding gene	Tb927.10.10210	0	N/A	N/A	
Tb927.10.10220	procyclin-associated gene 2 (PAG2) protein	protein coding gene	Tb927.10.10220	0	N/A	N/A	
Tb927.10.10230	procyclin-associated gene 5 (PAG5) protein	protein coding gene	Tb927.10.10230	0	N/A	N/A	
Tb927.10.10240	procyclin-associated gene 1 (PAG1) protein	protein coding gene	Tb927.10.10240	0	N/A	N/A	
Tb927.10.10250	EP2 procyclin	protein coding gene	Tb927.10.10250	1	N/A	N/A	
Tb927.10.10260	EP1 procyclin	protein coding gene	Tb927.10.10260	1	N/A	N/A	
Tb927.10.10270	hypothetical protein	protein coding gene	Tb927.10.10270	1	N/A	N/A	
Tb927.10.10280	Microtubule-associated repetitive protein 2	protein coding gene	Tb927.10.10280	0	N/A	N/A	
Tb927.10.10290	hypothetical protein, conserved	protein coding gene	Tb927.10.10290	0	N/A	N/A	
Tb927.10.1030	serine peptidase, Clan SC, Family S10	protein coding gene	Tb927.10.1030	0	3.4.16.5 (Carboxypeptidase C)	3.4.16.- (Serine-type carboxypeptidases.);3.4.16.5 (Carboxypeptidase C);3.4.16.6 (Carboxypeptidase D)	
Tb927.10.10300	hypothetical protein, conserved	protein coding gene	Tb927.10.10300	0	N/A	N/A	
Tb927.10.10310	hypothetical protein, conserved	protein coding gene	Tb927.10.10310	0	N/A	N/A	
Tb927.10.10320	dynein light chain Tctex-type, putative	protein coding gene	Tb927.10.10320	0	N/A	N/A	
Tb927.10.10330	Anaphase-promoting complex subunit CDC27	protein coding gene	Tb927.10.10330	0	N/A	N/A	
Tb927.10.10340	structural maintenance of chromosome 2, putative	protein coding gene	Tb927.10.10340	0	N/A	3.4.21.53 (Endopeptidase La);3.6.3.41 (Transferred entry: 7.6.2.5)	
Tb927.10.10350	STE/STE11 serine/threonine-protein kinase, putative	protein coding gene	Tb927.10.10350	0	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.)	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.1.37 (2.7.11.12, 2.7.11.13, 2.7.11.21, 2.7.11.22, 2.7.11.24, 2.7.11.25,2.7.11.30 and 2.7.12.1);2.7.11.- (Protein-serine/threonine kinases.);2.7.11.1 (Non-specific serine/threonine protein kinase)	
Tb927.10.10360	Microtubule-associated repetitive protein	protein coding gene	Tb927.10.10360	0	N/A	N/A	
Tb927.10.10370	hypothetical protein, conserved	protein coding gene	Tb927.10.10370	0	N/A	N/A	
Tb927.10.10380	ATP-dependent DEAD/H RNA helicase, putative	protein coding gene	Tb927.10.10380	0	N/A	3.6.4.13 (RNA helicase)	
Tb927.10.10390	trypanothione reductase	protein coding gene	Tb927.10.10390	0	1.8.1.12 (Trypanothione-disulfide reductase)	1.6.4.2 (Transferred entry: 1.8.1.7);1.8.1.12 (Trypanothione-disulfide reductase);1.8.1.15 (Mycothione reductase);1.8.1.16 (Glutathione amide reductase);1.8.1.4 (Dihydrolipoyl dehydrogenase);1.8.1.7 (Glutathione-disulfide reductase)	
Tb927.10.1040	serine peptidase, Clan SC, Family S10	protein coding gene	Tb927.10.1040	0	3.4.16.5 (Carboxypeptidase C)	3.4.16.- (Serine-type carboxypeptidases.);3.4.16.5 (Carboxypeptidase C);3.4.16.6 (Carboxypeptidase D)	
Tb927.10.10400	Mitochondrial ribosomal protein S11	protein coding gene	Tb927.10.10400	0	N/A	N/A	
Tb927.10.10410	DNA replication licensing factor MCM8, putative	protein coding gene	Tb927.10.10410	0	N/A	2.7.8.5 (CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase);3.6.4.12 (DNA helicase)	
Tb927.10.10420	monothiol glutaredoxin, putative	protein coding gene	Tb927.10.10420	0	N/A	N/A	
Tb927.10.10430	hypothetical protein, conserved	protein coding gene	Tb927.10.10430	0	N/A	N/A	
Tb927.10.10440	mitochondrial carrier protein	protein coding gene	Tb927.10.10440	2	N/A	N/A	
Tb927.10.10460	histone H2B, putative	protein coding gene	Tb927.10.10460	0	N/A	N/A	
Tb927.10.10470	histone H2B, putative	protein coding gene	Tb927.10.10470	0	N/A	N/A	
Tb927.10.10480	histone H2B, putative	protein coding gene	Tb927.10.10480	0	N/A	N/A	
Tb927.10.10490	histone H2B, putative	protein coding gene	Tb927.10.10490	0	N/A	N/A	
Tb927.10.1050	serine peptidase, Clan SC, Family S10	protein coding gene	Tb927.10.1050	1	3.4.16.5 (Carboxypeptidase C)	3.4.16.- (Serine-type carboxypeptidases.);3.4.16.5 (Carboxypeptidase C);3.4.16.6 (Carboxypeptidase D)	
Tb927.10.10500	histone H2B, putative	protein coding gene	Tb927.10.10500	0	N/A	N/A	
Tb927.10.10510	histone H2B, putative	protein coding gene	Tb927.10.10510	0	N/A	N/A	
Tb927.10.10520	histone H2B, putative	protein coding gene	Tb927.10.10520	0	N/A	N/A	
Tb927.10.10530	histone H2B, putative	protein coding gene	Tb927.10.10530	0	N/A	N/A	
Tb927.10.10540	histone H2B, putative	protein coding gene	Tb927.10.10540	0	N/A	N/A	
Tb927.10.10550	histone H2B, putative	protein coding gene	Tb927.10.10550	0	N/A	N/A	
Tb927.10.10560	histone H2B, putative	protein coding gene	Tb927.10.10560	0	N/A	N/A	
Tb927.10.10570	histone H2B, putative	protein coding gene	Tb927.10.10570	0	N/A	N/A	
Tb927.10.10580	histone H2B, putative	protein coding gene	Tb927.10.10580	0	N/A	N/A	
Tb927.10.10590	histone H2B, putative	protein coding gene	Tb927.10.10590	0	N/A	N/A	
Tb927.10.1060	T-complex protein 1, delta subunit, putative	protein coding gene	Tb927.10.1060	0	N/A	2.7.1.150 (1-phosphatidylinositol-3-phosphate 5-kinase)	
Tb927.10.10600	ARP2/3 complex 16kDa subunit, putative	protein coding gene	Tb927.10.10600	0	N/A	N/A	
Tb927.10.10610	protein tyrosine phosphatase, putative	protein coding gene	Tb927.10.10610	6	3.1.3.48 (Protein-tyrosine-phosphatase)	3.1.3.48 (Protein-tyrosine-phosphatase);4.2.1.134 (Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase)	
Tb927.10.10620	hypothetical protein, conserved	protein coding gene	Tb927.10.10620	0	N/A	N/A	
Tb927.10.10630	hypothetical protein, conserved	protein coding gene	Tb927.10.10630	0	N/A	N/A	
Tb927.10.10640	hypothetical protein, conserved	protein coding gene	Tb927.10.10640	1	N/A	N/A	
Tb927.10.10650	cytosolic Fe-S cluster assembly factor NAR1, putative	protein coding gene	Tb927.10.10650	0	N/A	1.12.7.2 (Ferredoxin hydrogenase);1.18.99.1 (Transferred entry: 1.12.7.2);2.5.1.- (Transferring alkyl or aryl groups, other than methyl groups.)	
Tb927.10.10670	kinetoplastid-specific dual specificity phosphatase, putative	protein coding gene	Tb927.10.10670	0	3.1.3.48 (Protein-tyrosine-phosphatase)	3.1.3.- (Phosphoric monoester hydrolases.);3.1.3.16 (Protein-serine/threonine phosphatase);3.1.3.48 (Protein-tyrosine-phosphatase)	
Tb927.10.10680	hypothetical protein, conserved	protein coding gene	Tb927.10.10680	0	N/A	N/A	
Tb927.10.10690	CEP19-like protein, putative	protein coding gene	Tb927.10.10690	0	N/A	N/A	
Tb927.10.1070	cdc2-related kinase 1	protein coding gene	Tb927.10.1070	0	2.7.11.1 (Non-specific serine/threonine protein kinase)	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.1.37 (2.7.11.12, 2.7.11.13, 2.7.11.21, 2.7.11.22, 2.7.11.24, 2.7.11.25,2.7.11.30 and 2.7.12.1);2.7.11.1 (Non-specific serine/threonine protein kinase);2.7.11.12 (cGMP-dependent protein kinase);2.7.11.22 (Cyclin-dependent kinase);2.	
Tb927.10.10700	splicing factor Prp31	protein coding gene	Tb927.10.10700	0	N/A	N/A	
Tb927.10.10710	hypothetical protein, conserved	protein coding gene	Tb927.10.10710	0	N/A	N/A	
Tb927.10.10720	Tetraspanin family, putative	protein coding gene	Tb927.10.10720	4	N/A	N/A	
Tb927.10.10730	RNA Interference Factor 5	protein coding gene	Tb927.10.10730	0	N/A	N/A	
Tb927.10.10740	hypothetical protein, conserved	protein coding gene	Tb927.10.10740	0	N/A	N/A	
Tb927.10.10750	metallo-peptidase, Clan MC, Family M14, putative	protein coding gene	Tb927.10.10750	0	N/A	3.4.17.- (Metallocarboxypeptidases.)	
Tb927.10.10770	Generative cell specific 1 protein, putative	protein coding gene	Tb927.10.10770	0	N/A	N/A	
Tb927.10.10780	hypothetical protein, conserved	protein coding gene	Tb927.10.10780	0	N/A	N/A	
Tb927.10.10790	hypothetical protein	protein coding gene	Tb927.10.10790	2	N/A	N/A	
Tb927.10.1080	40S ribosomal protein S23, putative	protein coding gene	Tb927.10.1080	0	N/A	N/A	
Tb927.10.10800	palmitoyl acyltransferase 2, putative	protein coding gene	Tb927.10.10800	4	2.3.1.142 (Glycoprotein O-fatty-acyltransferase)	2.3.1.142 (Glycoprotein O-fatty-acyltransferase);2.3.1.225 (Protein S-acyltransferase)	
Tb927.10.10810	adenosine deaminase-like protein	protein coding gene	Tb927.10.10810	0	N/A	3.5.4.34 (tRNA(Ala)(adenine(37)) deaminase)	
Tb927.10.10820	hypothetical protein, conserved	protein coding gene	Tb927.10.10820	0	N/A	N/A	
Tb927.10.10830	RGG-containing protein 2	protein coding gene	Tb927.10.10830	0	N/A	N/A	
Tb927.10.10840	Enriched in surface-labeled proteome protein 15	protein coding gene	Tb927.10.10840	1	N/A	N/A	
Tb927.10.10850	Protein argonaute-1	protein coding gene	Tb927.10.10850	0	N/A	N/A	
Tb927.10.10870	CMGC family protein kinase, putative	protein coding gene	Tb927.10.10870	0	N/A	2.7.11.- (Protein-serine/threonine kinases.);2.7.11.24 (Mitogen-activated protein kinase)	
Tb927.10.10880	ATP-binding cassette sub-family F member 1, putative	protein coding gene	Tb927.10.10880	0	N/A	3.1.3.3 (Phosphoserine phosphatase);3.6.-.- (Acting on acid anhydrides.);3.6.3.- (Acting on acid anhydrides; catalyzing transmembrane movement of substances.);3.6.3.24 (Transferred entry: 7.2.2.11);3.6.3.44 (Transferred entry: 7.6.2.2)	
Tb927.10.10890	heat shock protein, putative	protein coding gene	Tb927.10.10890	0	N/A	5.99.1.3 (Transferred entry: 5.6.2.2)	
Tb927.10.1090	40S ribosomal protein S23, putative	protein coding gene	Tb927.10.1090	0	N/A	N/A	
Tb927.10.10900	heat shock protein, putative	protein coding gene	Tb927.10.10900	0	N/A	5.99.1.3 (Transferred entry: 5.6.2.2)	
Tb927.10.10910	heat shock protein, putative	protein coding gene	Tb927.10.10910	0	N/A	5.99.1.3 (Transferred entry: 5.6.2.2)	
Tb927.10.10920	heat shock protein, putative	protein coding gene	Tb927.10.10920	0	N/A	5.99.1.3 (Transferred entry: 5.6.2.2)	
Tb927.10.10930	heat shock protein, putative	protein coding gene	Tb927.10.10930	0	N/A	5.99.1.3 (Transferred entry: 5.6.2.2)	
Tb927.10.10940	heat shock protein, putative	protein coding gene	Tb927.10.10940	0	N/A	5.99.1.3 (Transferred entry: 5.6.2.2)	
Tb927.10.10950	heat shock protein, putative	protein coding gene	Tb927.10.10950	0	N/A	5.99.1.3 (Transferred entry: 5.6.2.2)	
Tb927.10.10960	heat shock protein, putative	protein coding gene	Tb927.10.10960	0	N/A	5.99.1.3 (Transferred entry: 5.6.2.2)	
Tb927.10.10970	heat shock protein, putative	protein coding gene	Tb927.10.10970	0	N/A	5.99.1.3 (Transferred entry: 5.6.2.2)	
Tb927.10.10980	heat shock protein 90, putative	protein coding gene	Tb927.10.10980	0	N/A	5.99.1.3 (Transferred entry: 5.6.2.2)	
Tb927.10.10990	predicted WD40 repeat protein	protein coding gene	Tb927.10.10990	0	N/A	N/A	
Tb927.10.110	retrotransposon hot spot protein 2 (RHS2), pseudogene	pseudogene	Tb927.10.110	0	N/A	N/A	
Tb927.10.1100	60S ribosomal protein L9, putative	protein coding gene	Tb927.10.1100	0	N/A	N/A	
Tb927.10.11000	hypothetical protein, conserved	protein coding gene	Tb927.10.11000	0	N/A	N/A	
Tb927.10.11010	hypothetical protein, conserved	protein coding gene	Tb927.10.11010	0	N/A	N/A	
Tb927.10.11020	DNA mismatch repair protein MSH2, putative	protein coding gene	Tb927.10.11020	0	N/A	N/A	
Tb927.10.11030	Archaic translocase of outer membrane 11 kDa subunit	protein coding gene	Tb927.10.11030	0	N/A	N/A	
Tb927.10.11040	hypothetical protein, conserved	protein coding gene	Tb927.10.11040	0	N/A	N/A	
Tb927.10.11050	LSU ribosomal protein, mitochondrial, putative	protein coding gene	Tb927.10.11050	0	N/A	N/A	
Tb927.10.11060	hypothetical protein, conserved	protein coding gene	Tb927.10.11060	0	N/A	N/A	
Tb927.10.11070	hypothetical protein, conserved	protein coding gene	Tb927.10.11070	0	N/A	N/A	
Tb927.10.11080	paraflagellar rod protein	protein coding gene	Tb927.10.11080	0	N/A	N/A	
Tb927.10.11090	hypothetical protein, conserved	protein coding gene	Tb927.10.11090	0	N/A	N/A	
Tb927.10.1110	kinesin, putative	protein coding gene	Tb927.10.1110	0	N/A	3.6.4.4 (Transferred entry: 5.6.1.3)	
Tb927.10.11100	deoxyribodipyrimidine photo-lyase, putative	protein coding gene	Tb927.10.11100	0	4.1.99.3 (Deoxyribodipyrimidine photo-lyase)	4.1.99.3 (Deoxyribodipyrimidine photo-lyase)	
Tb927.10.11110	hypothetical protein, conserved	protein coding gene	Tb927.10.11110	0	N/A	N/A	
Tb927.10.11120	hypothetical protein, conserved	protein coding gene	Tb927.10.11120	0	N/A	N/A	
Tb927.10.11130	SET domain containing protein, putative	protein coding gene	Tb927.10.11130	0	N/A	N/A	
Tb927.10.11140	hypothetical protein, conserved	protein coding gene	Tb927.10.11140	2	N/A	N/A	
Tb927.10.11150	hypothetical protein, conserved	protein coding gene	Tb927.10.11150	0	N/A	N/A	
Tb927.10.11160	NFU2 iron-sulfur cluster scaffold homolog, mitochondrial	protein coding gene	Tb927.10.11160	0	N/A	N/A	
Tb927.10.11170	hypothetical protein, conserved	protein coding gene	Tb927.10.11170	0	N/A	N/A	
Tb927.10.11180	Ubiquitin-like modifier-activating enzyme ATG7, putative	protein coding gene	Tb927.10.11180	0	N/A	N/A	
Tb927.10.11190	tRNA-splicing ligase RtcB, putative	protein coding gene	Tb927.10.11190	0	N/A	6.5.1.3 (RNA ligase (ATP));6.5.1.8 (3'-phosphate/5'-hydroxy nucleic acid ligase)	
Tb927.10.1120	hypothetical protein, conserved	protein coding gene	Tb927.10.1120	0	N/A	N/A	
Tb927.10.11200	hypothetical protein, conserved	protein coding gene	Tb927.10.11200	0	N/A	N/A	
Tb927.10.11210	hypothetical protein, conserved	protein coding gene	Tb927.10.11210	0	N/A	N/A	
Tb927.10.11220	procyclic form surface phosphoprotein	protein coding gene	Tb927.10.11220	2	N/A	N/A	
Tb927.10.11230	Ras-induced vulval development antagonist, putative	protein coding gene	Tb927.10.11230	0	N/A	N/A	
Tb927.10.11240	hypothetical protein, conserved	protein coding gene	Tb927.10.11240	0	N/A	N/A	
Tb927.10.11250	Coiled-coil domain-containing protein 40 homolog	protein coding gene	Tb927.10.11250	0	N/A	N/A	
Tb927.10.11260	SSU ribosomal protein, mitochondrial, putative	protein coding gene	Tb927.10.11260	0	N/A	N/A	
Tb927.10.11270	RNA-binding protein, putative	protein coding gene	Tb927.10.11270	0	N/A	N/A	
Tb927.10.11280	hypothetical protein	protein coding gene	Tb927.10.11280	0	N/A	N/A	
Tb927.10.11290	hypothetical protein, conserved	protein coding gene	Tb927.10.11290	0	N/A	N/A	
Tb927.10.1130	dynein arm light chain, axonemal, putative	protein coding gene	Tb927.10.1130	0	N/A	N/A	
Tb927.10.11300	paraflagellar rod component, putative	protein coding gene	Tb927.10.11300	0	N/A	N/A	
Tb927.10.11310	intraflagellar transport protein 57/55	protein coding gene	Tb927.10.11310	0	N/A	N/A	
Tb927.10.11330	EF-hand domain pair, putative	protein coding gene	Tb927.10.11330	0	N/A	N/A	
Tb927.10.11340	hypothetical protein, conserved	protein coding gene	Tb927.10.11340	0	N/A	N/A	
Tb927.10.11350	LSU ribosomal protein, mitochondrial, putative	protein coding gene	Tb927.10.11350	0	N/A	N/A	
Tb927.10.11360	Flagellum attachment zone protein 33	protein coding gene	Tb927.10.11360	0	N/A	N/A	
Tb927.10.11370	hypothetical protein, conserved	protein coding gene	Tb927.10.11370	0	N/A	N/A	
Tb927.10.11380	hypothetical protein, conserved	protein coding gene	Tb927.10.11380	0	N/A	N/A	
Tb927.10.11390	60S ribosomal protein L6, putative	protein coding gene	Tb927.10.11390	0	N/A	N/A	
Tb927.10.1140	epsilon tubulin	protein coding gene	Tb927.10.1140	0	N/A	3.6.1.15 (Nucleoside-triphosphate phosphatase)	
Tb927.10.11400	WD domain, G-beta repeat, putative	protein coding gene	Tb927.10.11400	0	N/A	N/A	
Tb927.10.11410	hypothetical protein, conserved	protein coding gene	Tb927.10.11410	0	N/A	N/A	
Tb927.10.11420	hypothetical protein, conserved	protein coding gene	Tb927.10.11420	0	N/A	N/A	
Tb927.10.11430	hypothetical protein, conserved	protein coding gene	Tb927.10.11430	0	N/A	N/A	
Tb927.10.11440	G1 cyclin CycE4, putative	protein coding gene	Tb927.10.11440	0	N/A	N/A	
Tb927.10.11450	TFIIF-stimulated CTD phosphatase, putative	protein coding gene	Tb927.10.11450	0	N/A	N/A	
Tb927.10.11460	hypothetical protein	protein coding gene	Tb927.10.11460	2	N/A	N/A	
Tb927.10.11470	hypothetical protein, conserved	protein coding gene	Tb927.10.11470	0	N/A	N/A	
Tb927.10.11480	hypothetical protein, conserved	protein coding gene	Tb927.10.11480	0	N/A	N/A	
Tb927.10.1150	hypothetical protein, conserved	protein coding gene	Tb927.10.1150	0	N/A	N/A	
Tb927.10.11500	conserved protein	protein coding gene	Tb927.10.11500	0	N/A	N/A	
Tb927.10.11510	hypothetical protein, conserved	protein coding gene	Tb927.10.11510	0	N/A	N/A	
Tb927.10.11520	mitochondrial import inner membrane translocase subunit tim13	protein coding gene	Tb927.10.11520	0	N/A	N/A	
Tb927.10.11530	hypothetical protein, conserved	protein coding gene	Tb927.10.11530	0	N/A	N/A	
Tb927.10.11540	40S ribosomal protein S3, putative	protein coding gene	Tb927.10.11540	0	N/A	N/A	
Tb927.10.11550	hypothetical protein, conserved	protein coding gene	Tb927.10.11550	0	N/A	N/A	
Tb927.10.11560	hypothetical protein, conserved	protein coding gene	Tb927.10.11560	0	N/A	N/A	
Tb927.10.11570	hypothetical protein, conserved	protein coding gene	Tb927.10.11570	0	N/A	N/A	
Tb927.10.11580	predicted WD40 repeat protein	protein coding gene	Tb927.10.11580	0	N/A	N/A	
Tb927.10.11590	nicotinate phosphoribosyltransferase, putative	protein coding gene	Tb927.10.11590	0	6.3.4.21 (Nicotinate phosphoribosyltransferase)	2.4.2.11 (Transferred entry: 6.3.4.21);6.3.4.21 (Nicotinate phosphoribosyltransferase)	
